Date,Searching_Number,Country,Time_Frame,Keyword,Language,Regions
2023-04-14,76,United Kingdom,3-m,Machine learning,en,Europe
2023-04-15,48,United Kingdom,3-m,Machine learning,en,Europe
2023-04-16,58,United Kingdom,3-m,Machine learning,en,Europe
2023-04-17,82,United Kingdom,3-m,Machine learning,en,Europe
2023-04-18,87,United Kingdom,3-m,Machine learning,en,Europe
2023-04-19,67,United Kingdom,3-m,Machine learning,en,Europe
2023-04-20,74,United Kingdom,3-m,Machine learning,en,Europe
2023-04-21,51,United Kingdom,3-m,Machine learning,en,Europe
2023-04-22,52,United Kingdom,3-m,Machine learning,en,Europe
2023-04-23,71,United Kingdom,3-m,Machine learning,en,Europe
2023-04-24,54,United Kingdom,3-m,Machine learning,en,Europe
2023-04-25,84,United Kingdom,3-m,Machine learning,en,Europe
2023-04-26,57,United Kingdom,3-m,Machine learning,en,Europe
2023-04-27,73,United Kingdom,3-m,Machine learning,en,Europe
2023-04-28,71,United Kingdom,3-m,Machine learning,en,Europe
2023-04-29,37,United Kingdom,3-m,Machine learning,en,Europe
2023-04-30,27,United Kingdom,3-m,Machine learning,en,Europe
2023-05-01,50,United Kingdom,3-m,Machine learning,en,Europe
2023-05-02,95,United Kingdom,3-m,Machine learning,en,Europe
2023-05-03,70,United Kingdom,3-m,Machine learning,en,Europe
2023-05-04,65,United Kingdom,3-m,Machine learning,en,Europe
2023-05-05,71,United Kingdom,3-m,Machine learning,en,Europe
2023-05-06,49,United Kingdom,3-m,Machine learning,en,Europe
2023-05-07,39,United Kingdom,3-m,Machine learning,en,Europe
2023-05-08,65,United Kingdom,3-m,Machine learning,en,Europe
2023-05-09,53,United Kingdom,3-m,Machine learning,en,Europe
2023-05-10,91,United Kingdom,3-m,Machine learning,en,Europe
2023-05-11,86,United Kingdom,3-m,Machine learning,en,Europe
2023-05-12,84,United Kingdom,3-m,Machine learning,en,Europe
2023-05-13,33,United Kingdom,3-m,Machine learning,en,Europe
2023-05-14,38,United Kingdom,3-m,Machine learning,en,Europe
2023-02-18,0,France,3-m,Machine learning,en,Europe
2023-02-19,59,France,3-m,Machine learning,en,Europe
2023-02-20,26,France,3-m,Machine learning,en,Europe
2023-02-21,59,France,3-m,Machine learning,en,Europe
2023-02-22,74,France,3-m,Machine learning,en,Europe
2023-02-23,42,France,3-m,Machine learning,en,Europe
2023-02-24,94,France,3-m,Machine learning,en,Europe
2023-02-25,23,France,3-m,Machine learning,en,Europe
2023-02-26,0,France,3-m,Machine learning,en,Europe
2023-02-27,72,France,3-m,Machine learning,en,Europe
2023-02-28,62,France,3-m,Machine learning,en,Europe
2023-03-01,55,France,3-m,Machine learning,en,Europe
2023-03-02,81,France,3-m,Machine learning,en,Europe
2023-03-03,51,France,3-m,Machine learning,en,Europe
2023-03-04,38,France,3-m,Machine learning,en,Europe
2023-03-05,26,France,3-m,Machine learning,en,Europe
2023-03-06,28,France,3-m,Machine learning,en,Europe
2023-03-07,91,France,3-m,Machine learning,en,Europe
2023-03-08,62,France,3-m,Machine learning,en,Europe
2023-03-09,32,France,3-m,Machine learning,en,Europe
2023-03-10,87,France,3-m,Machine learning,en,Europe
2023-03-11,14,France,3-m,Machine learning,en,Europe
2023-03-12,32,France,3-m,Machine learning,en,Europe
2023-03-13,44,France,3-m,Machine learning,en,Europe
2023-03-14,59,France,3-m,Machine learning,en,Europe
2023-03-15,64,France,3-m,Machine learning,en,Europe
2023-03-16,70,France,3-m,Machine learning,en,Europe
2023-03-17,63,France,3-m,Machine learning,en,Europe
2023-03-18,46,France,3-m,Machine learning,en,Europe
2023-03-19,31,France,3-m,Machine learning,en,Europe
2023-03-20,85,France,3-m,Machine learning,en,Europe
2023-03-21,62,France,3-m,Machine learning,en,Europe
2023-03-22,59,France,3-m,Machine learning,en,Europe
2023-03-23,35,France,3-m,Machine learning,en,Europe
2023-03-24,68,France,3-m,Machine learning,en,Europe
2023-03-25,35,France,3-m,Machine learning,en,Europe
2023-03-26,25,France,3-m,Machine learning,en,Europe
2023-03-27,65,France,3-m,Machine learning,en,Europe
2023-03-28,54,France,3-m,Machine learning,en,Europe
2023-03-29,78,France,3-m,Machine learning,en,Europe
2023-03-30,77,France,3-m,Machine learning,en,Europe
2023-03-31,65,France,3-m,Machine learning,en,Europe
2023-04-01,51,France,3-m,Machine learning,en,Europe
2023-04-02,50,France,3-m,Machine learning,en,Europe
2023-04-03,50,France,3-m,Machine learning,en,Europe
2023-04-04,54,France,3-m,Machine learning,en,Europe
2023-04-05,38,France,3-m,Machine learning,en,Europe
2023-04-06,31,France,3-m,Machine learning,en,Europe
2023-04-07,60,France,3-m,Machine learning,en,Europe
2023-04-08,42,France,3-m,Machine learning,en,Europe
2023-04-09,50,France,3-m,Machine learning,en,Europe
2023-04-10,74,France,3-m,Machine learning,en,Europe
2023-04-11,60,France,3-m,Machine learning,en,Europe
2023-04-12,88,France,3-m,Machine learning,en,Europe
2023-04-13,48,France,3-m,Machine learning,en,Europe
2023-04-14,55,France,3-m,Machine learning,en,Europe
2023-04-15,14,France,3-m,Machine learning,en,Europe
2023-04-16,45,France,3-m,Machine learning,en,Europe
2023-04-17,74,France,3-m,Machine learning,en,Europe
2023-04-18,50,France,3-m,Machine learning,en,Europe
2023-04-19,36,France,3-m,Machine learning,en,Europe
2023-04-20,61,France,3-m,Machine learning,en,Europe
2023-04-21,61,France,3-m,Machine learning,en,Europe
2023-04-22,27,France,3-m,Machine learning,en,Europe
2023-04-23,10,France,3-m,Machine learning,en,Europe
2023-04-24,82,France,3-m,Machine learning,en,Europe
2023-04-25,60,France,3-m,Machine learning,en,Europe
2023-04-26,66,France,3-m,Machine learning,en,Europe
2023-04-27,27,France,3-m,Machine learning,en,Europe
2023-04-28,70,France,3-m,Machine learning,en,Europe
2023-04-29,31,France,3-m,Machine learning,en,Europe
2023-04-30,0,France,3-m,Machine learning,en,Europe
2023-05-01,26,France,3-m,Machine learning,en,Europe
2023-05-02,75,France,3-m,Machine learning,en,Europe
2023-05-03,72,France,3-m,Machine learning,en,Europe
2023-05-04,100,France,3-m,Machine learning,en,Europe
2023-05-05,58,France,3-m,Machine learning,en,Europe
2023-05-06,14,France,3-m,Machine learning,en,Europe
2023-05-07,38,France,3-m,Machine learning,en,Europe
2023-05-08,39,France,3-m,Machine learning,en,Europe
2023-05-09,58,France,3-m,Machine learning,en,Europe
2023-05-10,56,France,3-m,Machine learning,en,Europe
2023-05-11,63,France,3-m,Machine learning,en,Europe
2023-05-12,39,France,3-m,Machine learning,en,Europe
2023-05-13,13,France,3-m,Machine learning,en,Europe
2023-05-14,53,France,3-m,Machine learning,en,Europe
2023-02-18,30,Brazil,3-m,Machine learning,en,Americas
2023-02-19,38,Brazil,3-m,Machine learning,en,Americas
2023-02-20,35,Brazil,3-m,Machine learning,en,Americas
2023-02-21,28,Brazil,3-m,Machine learning,en,Americas
2023-02-22,35,Brazil,3-m,Machine learning,en,Americas
2023-02-23,52,Brazil,3-m,Machine learning,en,Americas
2023-02-24,60,Brazil,3-m,Machine learning,en,Americas
2023-02-25,53,Brazil,3-m,Machine learning,en,Americas
2023-02-26,30,Brazil,3-m,Machine learning,en,Americas
2023-02-27,71,Brazil,3-m,Machine learning,en,Americas
2023-02-28,53,Brazil,3-m,Machine learning,en,Americas
2023-03-01,40,Brazil,3-m,Machine learning,en,Americas
2023-03-02,63,Brazil,3-m,Machine learning,en,Americas
2023-03-03,61,Brazil,3-m,Machine learning,en,Americas
2023-03-04,25,Brazil,3-m,Machine learning,en,Americas
2023-03-05,30,Brazil,3-m,Machine learning,en,Americas
2023-03-06,49,Brazil,3-m,Machine learning,en,Americas
2023-03-07,63,Brazil,3-m,Machine learning,en,Americas
2023-03-08,37,Brazil,3-m,Machine learning,en,Americas
2023-03-09,39,Brazil,3-m,Machine learning,en,Americas
2023-03-10,100,Brazil,3-m,Machine learning,en,Americas
2023-03-11,41,Brazil,3-m,Machine learning,en,Americas
2023-03-12,41,Brazil,3-m,Machine learning,en,Americas
2023-03-13,62,Brazil,3-m,Machine learning,en,Americas
2023-03-14,67,Brazil,3-m,Machine learning,en,Americas
2023-03-15,26,Brazil,3-m,Machine learning,en,Americas
2023-03-16,78,Brazil,3-m,Machine learning,en,Americas
2023-03-17,74,Brazil,3-m,Machine learning,en,Americas
2023-03-18,24,Brazil,3-m,Machine learning,en,Americas
2023-03-19,50,Brazil,3-m,Machine learning,en,Americas
2023-03-20,73,Brazil,3-m,Machine learning,en,Americas
2023-03-21,44,Brazil,3-m,Machine learning,en,Americas
2023-03-22,37,Brazil,3-m,Machine learning,en,Americas
2023-03-23,60,Brazil,3-m,Machine learning,en,Americas
2023-03-24,66,Brazil,3-m,Machine learning,en,Americas
2023-03-25,22,Brazil,3-m,Machine learning,en,Americas
2023-03-26,23,Brazil,3-m,Machine learning,en,Americas
2023-03-27,87,Brazil,3-m,Machine learning,en,Americas
2023-03-28,61,Brazil,3-m,Machine learning,en,Americas
2023-03-29,60,Brazil,3-m,Machine learning,en,Americas
2023-03-30,49,Brazil,3-m,Machine learning,en,Americas
2023-03-31,51,Brazil,3-m,Machine learning,en,Americas
2023-04-01,36,Brazil,3-m,Machine learning,en,Americas
2023-04-02,30,Brazil,3-m,Machine learning,en,Americas
2023-04-03,90,Brazil,3-m,Machine learning,en,Americas
2023-04-04,54,Brazil,3-m,Machine learning,en,Americas
2023-04-05,54,Brazil,3-m,Machine learning,en,Americas
2023-04-06,46,Brazil,3-m,Machine learning,en,Americas
2023-04-07,41,Brazil,3-m,Machine learning,en,Americas
2023-04-08,35,Brazil,3-m,Machine learning,en,Americas
2023-04-09,62,Brazil,3-m,Machine learning,en,Americas
2023-04-10,39,Brazil,3-m,Machine learning,en,Americas
2023-04-11,57,Brazil,3-m,Machine learning,en,Americas
2023-04-12,39,Brazil,3-m,Machine learning,en,Americas
2023-04-13,50,Brazil,3-m,Machine learning,en,Americas
2023-04-14,74,Brazil,3-m,Machine learning,en,Americas
2023-04-15,35,Brazil,3-m,Machine learning,en,Americas
2023-04-16,28,Brazil,3-m,Machine learning,en,Americas
2023-04-17,59,Brazil,3-m,Machine learning,en,Americas
2023-04-18,62,Brazil,3-m,Machine learning,en,Americas
2023-04-19,37,Brazil,3-m,Machine learning,en,Americas
2023-04-20,68,Brazil,3-m,Machine learning,en,Americas
2023-04-21,29,Brazil,3-m,Machine learning,en,Americas
2023-04-22,45,Brazil,3-m,Machine learning,en,Americas
2023-04-23,21,Brazil,3-m,Machine learning,en,Americas
2023-04-24,51,Brazil,3-m,Machine learning,en,Americas
2023-04-25,52,Brazil,3-m,Machine learning,en,Americas
2023-04-26,43,Brazil,3-m,Machine learning,en,Americas
2023-04-27,47,Brazil,3-m,Machine learning,en,Americas
2023-04-28,30,Brazil,3-m,Machine learning,en,Americas
2023-04-29,50,Brazil,3-m,Machine learning,en,Americas
2023-04-30,25,Brazil,3-m,Machine learning,en,Americas
2023-05-01,51,Brazil,3-m,Machine learning,en,Americas
2023-05-02,45,Brazil,3-m,Machine learning,en,Americas
2023-05-03,41,Brazil,3-m,Machine learning,en,Americas
2023-05-04,34,Brazil,3-m,Machine learning,en,Americas
2023-05-05,54,Brazil,3-m,Machine learning,en,Americas
2023-05-06,40,Brazil,3-m,Machine learning,en,Americas
2023-05-07,26,Brazil,3-m,Machine learning,en,Americas
2023-05-08,51,Brazil,3-m,Machine learning,en,Americas
2023-05-09,38,Brazil,3-m,Machine learning,en,Americas
2023-05-10,44,Brazil,3-m,Machine learning,en,Americas
2023-05-11,40,Brazil,3-m,Machine learning,en,Americas
2023-05-12,81,Brazil,3-m,Machine learning,en,Americas
2023-05-13,27,Brazil,3-m,Machine learning,en,Americas
2023-05-14,24,Brazil,3-m,Machine learning,en,Americas
2023-02-18,46,Italy,3-m,Machine learning,en,Europe
2023-02-19,44,Italy,3-m,Machine learning,en,Europe
2023-02-20,44,Italy,3-m,Machine learning,en,Europe
2023-02-21,34,Italy,3-m,Machine learning,en,Europe
2023-02-22,66,Italy,3-m,Machine learning,en,Europe
2023-02-23,41,Italy,3-m,Machine learning,en,Europe
2023-02-24,77,Italy,3-m,Machine learning,en,Europe
2023-02-25,57,Italy,3-m,Machine learning,en,Europe
2023-02-26,33,Italy,3-m,Machine learning,en,Europe
2023-02-27,98,Italy,3-m,Machine learning,en,Europe
2023-02-28,44,Italy,3-m,Machine learning,en,Europe
2023-03-01,67,Italy,3-m,Machine learning,en,Europe
2023-03-02,83,Italy,3-m,Machine learning,en,Europe
2023-03-03,86,Italy,3-m,Machine learning,en,Europe
2023-03-04,35,Italy,3-m,Machine learning,en,Europe
2023-03-05,40,Italy,3-m,Machine learning,en,Europe
2023-03-06,47,Italy,3-m,Machine learning,en,Europe
2023-03-07,65,Italy,3-m,Machine learning,en,Europe
2023-03-08,34,Italy,3-m,Machine learning,en,Europe
2023-03-09,77,Italy,3-m,Machine learning,en,Europe
2023-03-10,55,Italy,3-m,Machine learning,en,Europe
2023-03-11,66,Italy,3-m,Machine learning,en,Europe
2023-03-12,0,Italy,3-m,Machine learning,en,Europe
2023-03-13,81,Italy,3-m,Machine learning,en,Europe
2023-03-14,69,Italy,3-m,Machine learning,en,Europe
2023-03-15,57,Italy,3-m,Machine learning,en,Europe
2023-03-16,67,Italy,3-m,Machine learning,en,Europe
2023-03-17,94,Italy,3-m,Machine learning,en,Europe
2023-03-18,46,Italy,3-m,Machine learning,en,Europe
2023-03-19,54,Italy,3-m,Machine learning,en,Europe
2023-03-20,73,Italy,3-m,Machine learning,en,Europe
2023-03-21,91,Italy,3-m,Machine learning,en,Europe
2023-03-22,64,Italy,3-m,Machine learning,en,Europe
2023-03-23,35,Italy,3-m,Machine learning,en,Europe
2023-03-24,50,Italy,3-m,Machine learning,en,Europe
2023-03-25,48,Italy,3-m,Machine learning,en,Europe
2023-03-26,48,Italy,3-m,Machine learning,en,Europe
2023-03-27,70,Italy,3-m,Machine learning,en,Europe
2023-03-28,97,Italy,3-m,Machine learning,en,Europe
2023-03-29,49,Italy,3-m,Machine learning,en,Europe
2023-03-30,43,Italy,3-m,Machine learning,en,Europe
2023-03-31,80,Italy,3-m,Machine learning,en,Europe
2023-04-01,26,Italy,3-m,Machine learning,en,Europe
2023-04-02,31,Italy,3-m,Machine learning,en,Europe
2023-04-03,50,Italy,3-m,Machine learning,en,Europe
2023-04-04,93,Italy,3-m,Machine learning,en,Europe
2023-04-05,60,Italy,3-m,Machine learning,en,Europe
2023-04-06,35,Italy,3-m,Machine learning,en,Europe
2023-04-07,45,Italy,3-m,Machine learning,en,Europe
2023-04-08,42,Italy,3-m,Machine learning,en,Europe
2023-04-09,55,Italy,3-m,Machine learning,en,Europe
2023-04-10,38,Italy,3-m,Machine learning,en,Europe
2023-04-11,79,Italy,3-m,Machine learning,en,Europe
2023-04-12,63,Italy,3-m,Machine learning,en,Europe
2023-04-13,44,Italy,3-m,Machine learning,en,Europe
2023-04-14,46,Italy,3-m,Machine learning,en,Europe
2023-04-15,0,Italy,3-m,Machine learning,en,Europe
2023-04-16,43,Italy,3-m,Machine learning,en,Europe
2023-04-17,53,Italy,3-m,Machine learning,en,Europe
2023-04-18,43,Italy,3-m,Machine learning,en,Europe
2023-04-19,37,Italy,3-m,Machine learning,en,Europe
2023-04-20,100,Italy,3-m,Machine learning,en,Europe
2023-04-21,74,Italy,3-m,Machine learning,en,Europe
2023-04-22,31,Italy,3-m,Machine learning,en,Europe
2023-04-23,64,Italy,3-m,Machine learning,en,Europe
2023-04-24,60,Italy,3-m,Machine learning,en,Europe
2023-04-25,36,Italy,3-m,Machine learning,en,Europe
2023-04-26,66,Italy,3-m,Machine learning,en,Europe
2023-04-27,34,Italy,3-m,Machine learning,en,Europe
2023-04-28,81,Italy,3-m,Machine learning,en,Europe
2023-04-29,34,Italy,3-m,Machine learning,en,Europe
2023-04-30,15,Italy,3-m,Machine learning,en,Europe
2023-05-01,24,Italy,3-m,Machine learning,en,Europe
2023-05-02,39,Italy,3-m,Machine learning,en,Europe
2023-05-03,45,Italy,3-m,Machine learning,en,Europe
2023-05-04,83,Italy,3-m,Machine learning,en,Europe
2023-05-05,75,Italy,3-m,Machine learning,en,Europe
2023-05-06,15,Italy,3-m,Machine learning,en,Europe
2023-05-07,29,Italy,3-m,Machine learning,en,Europe
2023-05-08,68,Italy,3-m,Machine learning,en,Europe
2023-05-09,67,Italy,3-m,Machine learning,en,Europe
2023-05-10,66,Italy,3-m,Machine learning,en,Europe
2023-05-11,64,Italy,3-m,Machine learning,en,Europe
2023-05-12,19,Italy,3-m,Machine learning,en,Europe
2023-05-13,47,Italy,3-m,Machine learning,en,Europe
2023-05-14,30,Italy,3-m,Machine learning,en,Europe
2023-02-18,39,Canada,3-m,Machine learning,en,Americas
2023-02-19,38,Canada,3-m,Machine learning,en,Americas
2023-02-20,54,Canada,3-m,Machine learning,en,Americas
2023-02-21,46,Canada,3-m,Machine learning,en,Americas
2023-02-22,47,Canada,3-m,Machine learning,en,Americas
2023-02-23,45,Canada,3-m,Machine learning,en,Americas
2023-02-24,39,Canada,3-m,Machine learning,en,Americas
2023-02-25,59,Canada,3-m,Machine learning,en,Americas
2023-02-26,34,Canada,3-m,Machine learning,en,Americas
2023-02-27,62,Canada,3-m,Machine learning,en,Americas
2023-02-28,69,Canada,3-m,Machine learning,en,Americas
2023-03-01,58,Canada,3-m,Machine learning,en,Americas
2023-03-02,58,Canada,3-m,Machine learning,en,Americas
2023-03-03,45,Canada,3-m,Machine learning,en,Americas
2023-03-04,25,Canada,3-m,Machine learning,en,Americas
2023-03-05,62,Canada,3-m,Machine learning,en,Americas
2023-03-06,52,Canada,3-m,Machine learning,en,Americas
2023-03-07,56,Canada,3-m,Machine learning,en,Americas
2023-03-08,64,Canada,3-m,Machine learning,en,Americas
2023-03-09,63,Canada,3-m,Machine learning,en,Americas
2023-03-10,25,Canada,3-m,Machine learning,en,Americas
2023-03-11,41,Canada,3-m,Machine learning,en,Americas
2023-03-12,45,Canada,3-m,Machine learning,en,Americas
2023-03-13,43,Canada,3-m,Machine learning,en,Americas
2023-03-14,45,Canada,3-m,Machine learning,en,Americas
2023-03-15,66,Canada,3-m,Machine learning,en,Americas
2023-03-16,70,Canada,3-m,Machine learning,en,Americas
2023-03-17,37,Canada,3-m,Machine learning,en,Americas
2023-03-18,30,Canada,3-m,Machine learning,en,Americas
2023-03-19,54,Canada,3-m,Machine learning,en,Americas
2023-03-20,69,Canada,3-m,Machine learning,en,Americas
2023-03-21,41,Canada,3-m,Machine learning,en,Americas
2023-03-22,57,Canada,3-m,Machine learning,en,Americas
2023-03-23,58,Canada,3-m,Machine learning,en,Americas
2023-03-24,54,Canada,3-m,Machine learning,en,Americas
2023-03-25,59,Canada,3-m,Machine learning,en,Americas
2023-03-26,43,Canada,3-m,Machine learning,en,Americas
2023-03-27,41,Canada,3-m,Machine learning,en,Americas
2023-03-28,61,Canada,3-m,Machine learning,en,Americas
2023-03-29,45,Canada,3-m,Machine learning,en,Americas
2023-03-30,70,Canada,3-m,Machine learning,en,Americas
2023-03-31,56,Canada,3-m,Machine learning,en,Americas
2023-04-01,48,Canada,3-m,Machine learning,en,Americas
2023-04-02,45,Canada,3-m,Machine learning,en,Americas
2023-04-03,51,Canada,3-m,Machine learning,en,Americas
2023-04-04,66,Canada,3-m,Machine learning,en,Americas
2023-04-05,54,Canada,3-m,Machine learning,en,Americas
2023-04-06,45,Canada,3-m,Machine learning,en,Americas
2023-04-07,45,Canada,3-m,Machine learning,en,Americas
2023-04-08,52,Canada,3-m,Machine learning,en,Americas
2023-04-09,28,Canada,3-m,Machine learning,en,Americas
2023-04-10,57,Canada,3-m,Machine learning,en,Americas
2023-04-11,52,Canada,3-m,Machine learning,en,Americas
2023-04-12,56,Canada,3-m,Machine learning,en,Americas
2023-04-13,48,Canada,3-m,Machine learning,en,Americas
2023-04-14,40,Canada,3-m,Machine learning,en,Americas
2023-04-15,80,Canada,3-m,Machine learning,en,Americas
2023-04-16,37,Canada,3-m,Machine learning,en,Americas
2023-04-17,58,Canada,3-m,Machine learning,en,Americas
2023-04-18,46,Canada,3-m,Machine learning,en,Americas
2023-04-19,42,Canada,3-m,Machine learning,en,Americas
2023-04-20,53,Canada,3-m,Machine learning,en,Americas
2023-04-21,58,Canada,3-m,Machine learning,en,Americas
2023-04-22,52,Canada,3-m,Machine learning,en,Americas
2023-04-23,43,Canada,3-m,Machine learning,en,Americas
2023-04-24,52,Canada,3-m,Machine learning,en,Americas
2023-04-25,51,Canada,3-m,Machine learning,en,Americas
2023-04-26,54,Canada,3-m,Machine learning,en,Americas
2023-04-27,46,Canada,3-m,Machine learning,en,Americas
2023-04-28,36,Canada,3-m,Machine learning,en,Americas
2023-04-29,50,Canada,3-m,Machine learning,en,Americas
2023-04-30,22,Canada,3-m,Machine learning,en,Americas
